ประเภษ,THP,USP,EUHM,รายการโรค,Test 70,Test 40,Test 80,ซื่อวัตถุ,ชื่อวิทยาศาสตร์ ,ซื่อวงศ์/อื่น,ลักษณะและชนิด,ส่วนที่ใช้,เย็น,ร้อน,สขุม,ฝาด,หวาน,ขม,เผ็ด,มัน,หอม,เค็ม,เปรี้ยว,เมา,เบื่อ,จืด,อื่น,สรรพคุณ,สารสาคัญและฤทธิ์ทางเภสัชวิทยา,วิธีใช้,ข้อห้าม หรือ ควรระวัง,ฮื่นๆ,MEdchinA
ต้น,,,,,●,,,งวงตาลโตนด,,,,งวงตาล,●,,,,●,,,,,,,,,,,แก้พิษตานซาง ขับพยาธิ ทำให้ดวงจิตชื่นบาน,,,,,
ต้น,,,,,,,,จันทน์ขาว,Tarenna hoaensis Pitard,RUBIACEAE,ไมต้น สูงถึง10 เมตรได้,แก่น,●,●-,,,,,,,●,,,,,,,แก้ไข้กำเดา บำรุงหัวใจ แก้ลม แก้อ่อนเพลีย,,,,เปลือกต้นบาง ผิวเรียบ กิ่งอ่อนเป็นสี่เหลี่ยม ใบเดี่ยว รูปรี ปลายแหลมมน สีเขียวเข้ม เรียงสลับ,
ต้น,,,,,,,,จันทน์ขาว,Tarenna hoaensis Pitard,RUBIACEAE,ไมต้น สูงถึง10 เมตรได้,เนื้อไม้,●,,,,,●,,,,,,,,,,แก้ไข้อันเกิดแฅ่ตับและดี บำรุงเลือดลม,,,,เปลือกต้นบาง ผิวเรียบ กิ่งอ่อนเป็นสี่เหลี่ยม ใบเดี่ยว รูปรี ปลายแหลมมน สีเขียวเข้ม เรียงสลับ,
ต้น,,,,,●,,,จันทน์แดง,Dracaena loureiri Gagnep.,DRACAENACEAE,ไม้พุ่ม สูงถึง 4 เมตร,เนื้อไม้,●,,,,,●,,,,,,,,,,แก้ไอ แก้ซางอันบงเกิดแต่ด แก้เลือดออกตามไรฟัน แก้ไข้เพื่อดีพิการทำให้ชื่นใจ แก้ร้อน ดับพิษไข้ทุกชนิด ฝนทาแก้ฟกบวม,,,,ใบเดี่ยว เรียงสลับเวียนเป็นกระจุกที่ปลายยอด รูปดาบ,
ต้น,,,,,,,,จันทน์เทศ,Myristica fragrans Houtt.,"MACE, NUTMEG , NUTMEG TREE",ไม้ยืนต้น สูงถึง20 เมตรได้,รกหุ้มเมล็ด(ดอก),,●,,●,,,,,●,,,,,,,บำรุงโลหิต บำรุงผิวเนื้อให้เจริญ,,,,แตกกิ่งก้านสาขามาก และมีใบดกหนาทึบ,
ต้น,,,,,,,,จันทน์เทศ,Myristica fragrans Houtt.,"MACE, NUTMEG , NUTMEG TREE",ไม้ยืนต้น สูงถึง20 เมตรได้,เนื้อไม้และแก่น,,●,,,,●,,,●,,,,,,,แก้ไข้ดีเดือด ดีพลุ่ง แก้กระสับกระส่าย บำรุงตับ ปอด น้ำดี,,,,แตกกิ่งก้านสาขามาก และมีใบดกหนาทึบ,
ต้น,,,,,●,,,จันทน์เทศ,Myristica fragrans Houtt.,"MACE, NUTMEG , NUTMEG TREE",ไม้ยืนต้น สูงถึง20 เมตรได้,เมล็ดใน,,,●,●,●,,,,●,,,,,,,แก้กระหายนํ้า บำรุงกำลัง แก้ลม แก้จุกเสียด แก้กำเดา แกท้องร่วง แก้ปวดขัดมดลูก ขับลมในลำไส้ บำรุงโลหิต แก้บิด บำรุงธาต,,,,แตกกิ่งก้านสาขามาก และมีใบดกหนาทึบ,
ต้น,,,,,,,,จันทน์ลูกหอม,Diospyros decandra Lour.,EBENACEAE Gold apple,ไม้ยืนต้น สูงถึง20 เมตรได้,แก่น,,,,,,,,,,,,,,,รส,บำรุงผิวพรรณ แก้กำเดา แก้ปอดตับพิการ แก้กำเดา,,,,เรือนยอดเป็นทรงกลมหรือทรงกระสวย หนาทึบ ลำต้นตรง,
ต้น,,,,,,,,จันทน์ลูกหอม,Diospyros decandra Lour.,EBENACEAE Gold apple,ไม้ยืนต้น สูงถึง20 เมตรได้,ลูก,,,,●-,●,,,,,,,,,,,แก้อาการนอนไม่หลับ อาการกระสับกระส่าย ช่วยยับยั้งการแตกตัวของเม็ดเลือดแดง แก้อาการท้องเสีย,,,,เรือนยอดเป็นทรงกลมหรือทรงกระสวย หนาทึบ ลำต้นตรง,
ต้น,,,,,,,,จันทน์หอม,Mansonia gagei Drumทา,STERCULIACEAE จันทน์ชะมด,ไมยึนต้น ผลัดใบ,แก่น,,,,,,●,,,●,,,,,,,บำรุงหัวใจ แก้ลมวิงเวียน แก้คลื่นใส้อาเจียน ทำให้ใจชื่นบาน สดชื่นแจ่มใสชูกำลัง ใช้ทำยาหอม,,,,,
ต้น,,,,,,,,จำปา,Magnolia champaca (L) BaiII,"Champaca, Champak , Orange chempaka",ไมยืนต้น,ดอก,,,,,,●,,,●,,,,,,,ทำให้เลือดเย็น กระจายโลหิตอันร้อน ขับปัสสาวะ ขับ แก้ลมวิงเวียนหน้ามืดตาลาย บำรุงหัวใจ แก้เส้นกระตุก แก้หนองใน บำรุงน้ำดีบำรุงโลหิต,,,,,
ต้น,,,,,,,,จำปา,Magnolia champaca (L) BaiII,"Champaca, Champak , Orange chempaka",ไมยืนต้น,ใบ,,,,,,●,,,,,,,,,เผื่อนๆ,แก้ไข้อภิญญาณ แก้โรคประสาท แก้เส้นประสาทพิการ แก้ป่วงในทารก,,,,,
ต้น,,,,,,,,จิกนา,Barringtonia acutangula (]_.),LECYTHIDACEAE,ไม้ยืนต้น ,เปลือกต้น,,●-,,,,,,,,,,,,,,แก้ปวดศึรษะ แก้เลือดออกตามไรฟัน,,,,สำด้นมักเป็นปุ่มปม และเป็นพูทั่วไป,
ต้น,,,,,,,,จิกนา,Barringtonia acutangula (]_.),LECYTHIDACEAE,ไม้ยืนต้น ,เนื้อไม้,,●,,,,,,,,,,,,,เผื่อนๆ,ขับระดูขาว,,,,สำด้นมักเป็นปุ่มปม และเป็นพูทั่วไป,
ต้น,,,,,,,,จิกนา,Barringtonia acutangula (]_.),LECYTHIDACEAE,ไม้ยืนต้น ,เมล็ด,,●,,,,,,,,,,,,,,แก้แน้นจุกเสียด แก้อาเจียน ฝนทาแก้ตัวร้อน,,,,สำด้นมักเป็นปุ่มปม และเป็นพูทั่วไป,
ต้น,,,,,,,,จิกนา,Barringtonia acutangula (]_.),LECYTHIDACEAE,ไม้ยืนต้น ,ใบ,,,,●,,,,,,,,,,,,แก้ท้องร่วง,,,,สำด้นมักเป็นปุ่มปม และเป็นพูทั่วไป,
ต้น,,,,,,,,จิกนา,Barringtonia acutangula (]_.),LECYTHIDACEAE,ไม้ยืนต้น ,ราก,,,,,,,,,,,,,,,ขื่นเอียน,ระบายท้อง,,,,สำด้นมักเป็นปุ่มปม และเป็นพูทั่วไป,
ต้น,,,,,,,,จุกโรหิน,Dischidia major (Vat'll ) Merr.,ASCLEPIADACEAE,ไม้เลื้อย,ราก,●,,●,,,●,,,,,,,,,,ถอนพิษไข้กาฬ แก้ร้อนในกระหายน้ำ ลดความร้อนในร่างกาย แก้ไข้เพื่อโลหิต แก้ลมปลายไข้,โกฐพงปสา,,,น้ำยางขาว ใบเดี่ยว เรียงตรงข้าม รูปไข่กว้าง หรือรูปโล่,
ต้น,,,,,,,,เจตพังคี,Cladogynos orientals Zlpp.,EUPHORBIACEAE,ไมพุ่ม,ราก,,,,,,●,●,,●,,,,,,ขื่นเฝื่อนเล็กน้อย,แก้ห้องขึ้น ปวดแน่นท้อง หรือใช้ภายนอกโคยฝนกับนํ้าปูนใส ผสมกับมหาหิงคุ์และการบูรทาท้องเด็กอ่อน ทำให้ผายลม แก้ห้องอืดเฟ้อ แก้ปวคท้อง,,ตำรายาสมุนใพรไทย-จีน เป็นยาทะลวงลมปราณ ช่วยคลายเส้นเอ็น และทำให้การไหลเวียนของเลือคดีขึ้น ขับลมชื้น ใช้รักษาโรคไขข้ออักเสบเนื่องจากลมขื้นเกาะติค แก้ปวค,,กิ่งก้านมีขนรูปดาว สีขาว ใบเดี่ยวเรียงสลับ รูปไข่หรึอรูปวงรี ท้องใบมึขนสีขาว,
ต้น,,,,,,,,เจตมูลเพลิงขาว,Plumbago zeylanica L,"CEYLON LEADWORT, WHITE LEADWORT",ไม้ล้มลุก อายุหลายปี สูงถึง2เมตรได้,ใบ,,●,,,,,,,,,,,,,,แก้ลมและเสมหะ,,,,กิ่งก้านมักทอดยาว,
ต้น,,,,,,,,เจตมูลเพลิงขาว,Plumbago zeylanica L,"CEYLON LEADWORT, WHITE LEADWORT",ไม้ล้มลุก อายุหลายปี สูงถึง2เมตรได้,ดอก,,●,,,,,,,,,,,,,,แก้โรคตา แก้หนาวและเย็น,,,,กิ่งก้านมักทอดยาว,
ต้น,,,,,,,,เจตมูลเพลิงขาว,Plumbago zeylanica L,"CEYLON LEADWORT, WHITE LEADWORT",ไม้ล้มลุก อายุหลายปี สูงถึง2เมตรได้,ต้น,,●,,,,,,,,,,,,,,ขับโลหิตประจำเดือน,,,,กิ่งก้านมักทอดยาว,
ต้น,,,,,,,,เจตมูลเพลิงขาว,Plumbago zeylanica L,"CEYLON LEADWORT, WHITE LEADWORT",ไม้ล้มลุก อายุหลายปี สูงถึง2เมตรได้,ราก,,●,,,,,,,,,,,,,,ขับลมในกระเพาะอาหารและลำไส้ แก้ริดสีดวงทวาร แก้บวม แก้คุดทะราด บำรุงธาตุ บำรุงโลหิต,,,,กิ่งก้านมักทอดยาว,A
ต้น,,,,,●,,,เจตมูลเพลิงแดง,Plumbago indica,Plurnbaginaceae,ไม้ยืนต้น,ราก,,●,,,,,,,,,,,,,,บำรุงธาตุ บำรุงโลหิด ขับลมในลำไส้และกระเพาะอาหารให้เรอ แก้ท้องอืด เฟ้อ เสียด แน่นหน้าอก ทำให้ร่างกายเกิดความอบอุ่น ถ้ารับประทานมาก ทำให้แท้งลูก ,,"บดเป็นผงปิดพอกฝีทำให้เกิดความร้อน เกลื่อนฝีได้แก้ริดสีดวงทวาร
แก้ริดสีดวงทวาร",,,
ต้น,,,,,,,,เฉียงพร้านางแอ,Carafiia brachiata (Lour.),RHIZ0PH0RACEAE,ไม้ยืนต้น สูงถึง30เมตรได้,เปลือกต้น,●,,,●,,,,,,,,,,,,ลดความร้อน แก้ไข้ กล่อมเสมหะ แก้ร้อนในกระหายนํ้า,,,,,
ต้น,,,,,,,,ชะมดต้น,Hibiscus abelmoschus (Medik.),Hibiscus abelmoschus (Medik.),ไม้พุ่ม,ทั้งห้า,,,,,,,,,,,,●,●,,,รักษาฝีภายใน,,,,กิ่งก้านมีขน ใบเป็นใบเดี่ยวเรียงสลัป รูปไข่หรือรูปไข่แกมโล่ ขอบใบเว้าเป็น3-5 แฉกอายุประมาณ 1-2ป,
ต้น,,,,,,,,ชะมดต้น,Hibiscus abelmoschus (Medik.),Hibiscus abelmoschus (Medik.),ไม้พุ่ม,ใบ,,,,,,,,,,,,●,●,,,ฆ่าพยาธิผิวหนัง กลาก เกลื้อน,,,,กิ่งก้านมีขน ใบเป็นใบเดี่ยวเรียงสลัป รูปไข่หรือรูปไข่แกมโล่ ขอบใบเว้าเป็น3-5 แฉกอายุประมาณ 1-2ป,
ต้น,,,,,,,,ชะมดต้น,Hibiscus abelmoschus (Medik.),Hibiscus abelmoschus (Medik.),ไม้พุ่ม,ดอก,,,,,,,,,,,,●,●,,,แก้พยาธิไส้เดือน,,,,กิ่งก้านมีขน ใบเป็นใบเดี่ยวเรียงสลัป รูปไข่หรือรูปไข่แกมโล่ ขอบใบเว้าเป็น3-5 แฉกอายุประมาณ 1-2ป,
ต้น,,,,,,,,ชะมดต้น,Hibiscus abelmoschus (Medik.),Hibiscus abelmoschus (Medik.),ไม้พุ่ม,ลูก,,,,,,,,,,,,●,●,,,ตำพอกฟิให้แตกเร็ว,,,,กิ่งก้านมีขน ใบเป็นใบเดี่ยวเรียงสลัป รูปไข่หรือรูปไข่แกมโล่ ขอบใบเว้าเป็น3-5 แฉกอายุประมาณ 1-2ป,
ต้น,,,,,,,,ชะมดต้น,Hibiscus abelmoschus (Medik.),Hibiscus abelmoschus (Medik.),ไม้พุ่ม,ราก,,,,,,,,,,,,●,●,,,ฆ่าพยาธิรูขุมขนและรากผม รังแค รักษษโรคหนองใน,,,,กิ่งก้านมีขน ใบเป็นใบเดี่ยวเรียงสลัป รูปไข่หรือรูปไข่แกมโล่ ขอบใบเว้าเป็น3-5 แฉกอายุประมาณ 1-2ป,
ต้น,,,,,●,,,ชะเอมเทศ,,,,ราก,,,,,●,,,,,,,,,,,ขับเลือดเน่า บำรุงหัวใจชุมชื้น แก้กำเดา แก้เสมหะเป็นพิษ แก้น้ำลายเหนียว ทำให้ชุ่มคอ,,,,,
ต้น,,,,,,,,ชะเอมเทศ,Glycyrrhiza glabra L,"Licorice,Chinese licorice,Russianlicorice",ไม้พุ่มที่มีอายุนาน,ใบ,,,,,●,,,,,,,,,,เฝื่อน,ทำให้เสมหะแห้ง แก้ดีพิการ,,,,มีส์าตนสูงประมาณ 1-2 เมตร,
ต้น,,,,,,,,ชะเอมเทศ,Glycyrrhiza glabra L,"Licorice,Chinese licorice,Russianlicorice",ไม้พุ่มที่มีอายุนาน,ดอก,,,,,,,,,,,,,,,เฝื่อน,แก้คัน แก้ฝีดาษ,,,,มีส์าตนสูงประมาณ 1-2 เมตร,
ต้น,,,,,,,,ชะเอมเทศ,Glycyrrhiza glabra L,"Licorice,Chinese licorice,Russianlicorice",ไม้พุ่มที่มีอายุนาน,ต้น,,,,,●-,,,,,,,,,,,ขับลมให้ลงเบื้องต่ำ,,,,มีส์าตนสูงประมาณ 1-2 เมตร,
ต้น,,,,,,,,ชะเอมเทศ,Glycyrrhiza glabra L,"Licorice,Chinese licorice,Russianlicorice",ไม้พุ่มที่มีอายุนาน,ราก,,,,,●,,,,,,,,,,,ขับเลือดเน่า บำรุงหัวใจชุ่มชื้น แก้กำเดา แก้เสมหะเป็นพิษ แก้น้ำลายเหนียว ทำให้ชุ่มคอเปลือกราก ทำให้อาเจียน,,,,มีส์าตนสูงประมาณ 1-2 เมตร,
ต้น,,,,,●,●,,ชะเอมเทศ,,,,ราก,,,,,●,,,,,,,,,,,ขับเลือดเน่า แก้น้ำลายเหนี้ยว ทำให้ชุ่มคอ,,,,,
ต้น,,,,,●,,●,ชะเอมไทย,,,,เนื้อไม้,,,,,●,,,,,,,,,,ชุ่ม,แก้เสมหะในลำคอ แก้น้ำลายเหนียว แก้คอแห้ง บำรุงกล้ามเนื้อให้เจริญ,,,,,
ต้น,,,,,●,,,ชะเอมไทย,,,,เถา,,,,,●,,,,,,,,,,,แก้ลม บำรุงธาตุ บำรุงกำลัง ขับเสมหะ แก้น้ำลายเหนียว แก้เลือดออกตามไรฟัน,,,,,
ต้น,,,,,,,,ช้างงาเดี่ยว,Luvungascandence Roxb. ,RUTACEAE,ไม้ยืนต้น,ราก,,,,,,●,,,,,,●,,,ปร่า,แก้ปัสสาวะพิการ แก้กษัยไตพิการ แก้พิษฝีภายในและภายนอก,,,,,
ต้น,,,,,,,,ช้าพลู,Piper sarmentosum Roxb.,PIPERACEAE,ไม้ล้มลุก,ราก,,●-,,,,,●,,,,,,,,,แก้คูถเสมหะ ขับเสมหะให้ตกทางทวารหนัก,,,,มีไหลงอกเป็นต้นใหม่ ใบเดี่ยวเรียงสลับรูปหัวใจ ดอกเป็นช่อที่ซอกใบ,
ต้น,,,,,,,,ช้าพลู,Piper sarmentosum Roxb.,PIPERACEAE,ไม้ล้มลุก,ต้น,,●-,,,,,●,,,,,,,,,แก้เสมหะในทรวงอก,,,,มีไหลงอกเป็นต้นใหม่ ใบเดี่ยวเรียงสลับรูปหัวใจ ดอกเป็นช่อที่ซอกใบ,
ต้น,,,,,,,,ช้าพลู,Piper sarmentosum Roxb.,PIPERACEAE,ไม้ล้มลุก,ลูก,,●-,,,,,●,,,,,,,,,แก้เสมหะในลำคอ,,,,มีไหลงอกเป็นต้นใหม่ ใบเดี่ยวเรียงสลับรูปหัวใจ ดอกเป็นช่อที่ซอกใบ,
ต้น,,,,,,,,ช้าพลู,Piper sarmentosum Roxb.,PIPERACEAE,ไม้ล้มลุก,ดอก,,●-,,,,,●,,,,,,,,,แก้เสมหะในลำคอ,,,,มีไหลงอกเป็นต้นใหม่ ใบเดี่ยวเรียงสลับรูปหัวใจ ดอกเป็นช่อที่ซอกใบ,
ต้น,,,,,,,,ช้าพลู,Piper sarmentosum Roxb.,PIPERACEAE,ไม้ล้มลุก,ใบ,,●-,,,,,●,,,,,,,,,ทำให้เสมหะงวดและแห้งเข้า,,,,มีไหลงอกเป็นต้นใหม่ ใบเดี่ยวเรียงสลับรูปหัวใจ ดอกเป็นช่อที่ซอกใบ,
ต้น,,,,,,,●,ชิงช้าชาลี,,บอระเพ็ดตัวผู้,,เถา,,,,,,●,,,,,,,,,,บำรุงกำลัง เจริญอาหาร แก้ไข้เหนือ แก้ไข้เพื่อโลหิด แก้มะเร็ง,,,,,
ต้น,,,,,,,●,ชิงช้าชาลี,,บอระเพ็ดตัวผู้,,ใบ,,,,,,●,,,,,,●,,,,ฆ่าพยาธิ แก้มะเร็ง,,,,,
ต้น,,,,,,,●,ชิงช้าชาลี,,บอระเพ็ดตัวผู้,,ดอก,,,,,,●,,,,,,●,,,,ขับพยาธิในท้อง แก้รำมะนาด แก้ปวดฟัน,,,,,
ต้น,,,,,●,,,ชิงชี่,,,,ราก,,,,,,●,,,,,,,,,ขื่น,แก้ไข้เพื่อลม ขับลมในท้องให้ซ่านออกมา แก้ไข้ร้อนในทุกชนิด,,,,,
ต้น,,,,,,,,ชิงชี่,Capparis micracantha DC.,CAPPARACEAE,ไม้พุ่มหรือกึ่งเลื้อย,ต้น,,,,,,,,,,,,,,,ขื่นปร่า,แก้ฟกบวม,,,,สูง 2-6 เมตรกิ่งก้านอ่อนมีสีเขียว ผิวเรียบเกลี้ยงกิ่งคดไปมา,
ต้น,,,,,,,,ชิงชี่,Capparis micracantha DC.,CAPPARACEAE,ไม้พุ่มหรือกึ่งเลื้อย,ลูก,,,,,,,,,,,,,,,ขื่นปร่า,แก้เจ็บคอ ลำคออักเสบ,,,,สูง 2-6 เมตรกิ่งก้านอ่อนมีสีเขียว ผิวเรียบเกลี้ยงกิ่งคดไปมา,
ต้น,,,,,,,,ชิงชี่,Capparis micracantha DC.,CAPPARACEAE,ไม้พุ่มหรือกึ่งเลื้อย,ดอก,,,,,,,,,,,,●,,,ขื่น,แก้โรคมะเร็ง,,,,สูง 2-6 เมตรกิ่งก้านอ่อนมีสีเขียว ผิวเรียบเกลี้ยงกิ่งคดไปมา,
ต้น,,,,,,,,ชิงชี่,Capparis micracantha DC.,CAPPARACEAE,ไม้พุ่มหรือกึ่งเลื้อย,ราก,,,,,,●,,,,,,,,,ขื่น,แก้ไข้เพื่อลม ขับลมในท้องให้ซ่านออกมา แก้ไข้,,,,สูง 2-6 เมตรกิ่งก้านอ่อนมีสีเขียว ผิวเรียบเกลี้ยงกิ่งคดไปมา,
ต้น,,,,,,,,ชิงชี่,Capparis micracantha DC.,CAPPARACEAE,ไม้พุ่มหรือกึ่งเลื้อย,ใบ,,,,,,,,,,,,●,,,เฝื่อน,ต้มเอานํ้าอาบแก้โรคผิวหนัง ไข้ฝีกาฬ สันนิบาต ตะคริว,,,,สูง 2-6 เมตรกิ่งก้านอ่อนมีสีเขียว ผิวเรียบเกลี้ยงกิ่งคดไปมา,
ต้น,,,,,,,●,ซะลูดขาว,,,,เถา,●,,,,,,,,●,,,,,,,ขับรม,,,,,
ต้น,,,,,●,,,ดอกคำไทย,,,,ดอก,,●,,,,,,,●,,,,,,,บำรุงโลหิด แก้โรคโลหิตจาง สมานแผล แก้บิด แก้โรคไต,,,,,
ต้น,,,,,●,,,ดอกจันทน์,,,,รกหุ้มเมล็ด,,●,,●,,,,,●,,,,,,,บำรุงโลหิต บำรุงผิวเนื้อให้เจริญ,,,,,
ต้น,,,,,●,,,ดอกดีปลี,,,,ดอก,,●,,,,,,,,,,,,,,แก้ปถวีธาตุพิการ แก้ท้องร่วง ขับลมในลำไส้,,,,,
ต้น,,,,,,,●,ดองดึง,,,,หัว,,●,,,,,,,,,,●,,,,แก้โรคเรื่อนคุดทะราด กามโรค พิษสัตว์กัดต่อย,,,,,
ต้น,,,,,,,●,ดินประสิว,,,,,,,,,,,,,,●,,,,,กร่อย,ทำให้เส้นเอ็นหย่อน,,,,,
ต้น,,,,,●,,,ตองแตก,,,,ราก,,,,,,●,,,,,,,,●,เฝื่อน,ระบายอ่อนๆ ถ่ายลมถ่ายเสมหะ ไม่ไช้ท้อง,,,,,
ต้น,,,,,,,,ตองแตก,Baliospermum solanifoiium (Burm.),EUPH0RBIACEAE,ไม้พุ่มขนาดเล็ก,ราก,,,,,,●-,,,,,,,,●,เฝื่อน,ระบายอ่อนๆ ถ่ายลมถ่ายเสมหะ โม่ไซ้ท้อง,,,,ยอดอ่อนมขน,
ต้น,,,,,,,,ตองแตก,Baliospermum solanifoiium (Burm.),EUPH0RBIACEAE,ไม้พุ่มขนาดเล็ก,ใบและเมล็ด,,,,,,●-,,,,,,,●,,,ถ่ายพยาธิ แก้ฟกบวม แก้ดีซ่าน แก้หืด,,,,ยอดอ่อนมขน,
ต้น,,,,,,,,ต่อไส้,Allophyfus cobbe (L.) Raeusch.,"Indian Allophyfus, Tit-berry",ไมพุ่มหรือไม้ต้น,ใบอ่อน,,,,,,,,,,,,,,,รส,ตำผสมดินสอพองสุมหัวเด็ก แก้หวัดคัดจมูก,,,,อาจสูงได้ถึง 10 ม. แยกเพศต่างต้นหรือร่วมต้นใบประกอบ มึใบย่อย 3-5 ใบ,
ต้น,,,,,,,,ต่อไส้,Allophyfus cobbe (L.) Raeusch.,"Indian Allophyfus, Tit-berry",ไมพุ่มหรือไม้ต้น,ราก,,,,,,,,,,,,,,●,เอียน,ขับปัสสาวะ บำรุงเส้นเอ็น,,,,อาจสูงได้ถึง 10 ม. แยกเพศต่างต้นหรือร่วมต้นใบประกอบ มึใบย่อย 3-5 ใบ,
ต้น,,,,,,,,ตีนเป็ดต้น,Alstonia scholaris (L.) R. Br.,"Devii tree, White cheesewood",ไม้ยึนต้นสูงขนาดใหญ่,เปลือกต้น,,,,,,●,,,,,,,,,,แก้ไข้เพื่อดีพิการ สมานลำไส้,,,,ลำตนตรง แตกกิ่งกานสาขาเป็นชื่นๆ(เหมือนฉัตร) มืครามสูง ประมาณ 12-20 เมตร,
ต้น,,,,,,,,ตีนเป็ดต้น,Alstonia scholaris (L.) R. Br.,"Devii tree, White cheesewood",ไม้ยึนต้นสูงขนาดใหญ่,ใบ,,,,,,,,,,,,,,●,,แก้ไข้หวัด,,,,ลำตนตรง แตกกิ่งกานสาขาเป็นชื่นๆ(เหมือนฉัตร) มืครามสูง ประมาณ 12-20 เมตร,
ต้น,,,,,,,,ตีนเป็ดต้น,Alstonia scholaris (L.) R. Br.,"Devii tree, White cheesewood",ไม้ยึนต้นสูงขนาดใหญ่,ดอก,●,,,,,●,,,,,,,,,,แก้ไข้เพื่อโลหิต ไข้ตัวร้อนไข้เหนือ,,,,ลำตนตรง แตกกิ่งกานสาขาเป็นชื่นๆ(เหมือนฉัตร) มืครามสูง ประมาณ 12-20 เมตร,
ต้น,,,,,,,,ตีนเป็ดต้น,Alstonia scholaris (L.) R. Br.,"Devii tree, White cheesewood",ไม้ยึนต้นสูงขนาดใหญ่,ราก,,●-,,,,,,,,,,,,,,ขับผายลม,,,,ลำตนตรง แตกกิ่งกานสาขาเป็นชื่นๆ(เหมือนฉัตร) มืครามสูง ประมาณ 12-20 เมตร,
ต้น,,,,,,,,ตีนเป็ดต้น,Alstonia scholaris (L.) R. Br.,"Devii tree, White cheesewood",ไม้ยึนต้นสูงขนาดใหญ่,กระพี้,,●-,,,,,,,,,,,,,,ขับโลหิตให้ตก,,,,ลำตนตรง แตกกิ่งกานสาขาเป็นชื่นๆ(เหมือนฉัตร) มืครามสูง ประมาณ 12-20 เมตร,
ต้น,,,,,,,,ตีนเป็ดน้ำ,Cerbera odollom Gaertn,APOCYNACEAE,ไม้ยืนต้นขนาดกลาง,เปลือกต้น,,,,,,,,,,,,,,●,เฝื่อน,แก้นิ่ว แก้ไข้,,,,มึนํ้ายางขาวใบเดี่ยวเรียงสดับ รปไข่กลับแกมใบหอก หรือรูปขอบขนานแกมใบหอกดอกช่อออกที่ปลายกง,
ต้น,,,,,,,,ตีนเป็ดน้ำ,Cerbera odollom Gaertn,APOCYNACEAE,ไม้ยืนต้นขนาดกลาง,กระพี้,,,,,,,,,,,,●,●,,,แก้เกลื้อน,,,,มึนํ้ายางขาวใบเดี่ยวเรียงสดับ รปไข่กลับแกมใบหอก หรือรูปขอบขนานแกมใบหอกดอกช่อออกที่ปลายกง,
ต้น,,,,,,,,ตีนเป็ดน้ำ,Cerbera odollom Gaertn,APOCYNACEAE,ไม้ยืนต้นขนาดกลาง,ใบ,,,,,,,,,,,,●,●,,,ฆ่าพยาธิผิวหนัง กลาก เกลื้อน แก้ไข้หวัด,,,,มึนํ้ายางขาวใบเดี่ยวเรียงสดับ รปไข่กลับแกมใบหอก หรือรูปขอบขนานแกมใบหอกดอกช่อออกที่ปลายกง,
ต้น,,,,,,,,เตยหอม,"Pandanus amaryllifoHus Roxb,",Pandan leaves. Fragrant pandan.,ไม้พุ่มเล็ก,ใบ,●,,,,,,,,●,,,,,,,บำรุงหัวใจ คับพิษไข้ ชูกำลัง ช่วยลดความตันโลหิต ช่วยป้องกันการแข็งตัวของหลอดเลือด คุมน้ำตาลในเลือด น้ำคั้นแต่งสีและกลิ่นอาหาร,,,,ขึ้นเป็นกอ มีใบเป็นใบเดี่ยวเรียงสลับเวียนเป็นเกลียวจนถึงยอตใบ ลักษณะของใบเป็นทางยาว สีเขียวเป็นม้น ใบค่อนข้างแข็ง มึขอบใบเรียบ,
ต้น,,,,,,,,เตยหอม,"Pandanus amaryllifoHus Roxb,",Pandan leaves. Fragrant pandan.,ไม้พุ่มเล็ก,ราก + ต้น,,,,,,,,,●,,,,,●,,แก้กษัย ไตพิการ ขับปัสสาวะ,,,,ขึ้นเป็นกอ มีใบเป็นใบเดี่ยวเรียงสลับเวียนเป็นเกลียวจนถึงยอตใบ ลักษณะของใบเป็นทางยาว สีเขียวเป็นม้น ใบค่อนข้างแข็ง มึขอบใบเรียบ,
ต้น,,,,,,,,เต่าร้าง,,"Fishtail Palm, Burmese Fishtail Palm",ไม้ประเภทปาล์ม,หัว-ราก,●,,,,●,●,,,,,,,,,,ด้บพิษตับ ปอด แก้หัวใจพิการ,,,,ตนแตกกอมีความสูงได้ประมาณ 5-10 เมตร และลำต้นมีขนาดเส้นผ่าน ศูนย์กลางประมาณ 10-20 เซนติเมตร,
ต้น,,,,,,,●,เถาค้น,,,,เถา,,,,,,●,,,,,,,,,ชื่น,ขับเสมหะ,,,,,
ต้น,,,,,,,●,เถามวก,,เครือเขามวก,,เถา,●,,,,,,,,,,,,●,,,บำรุงโลหิต แก้โลหิตจาง,,,,,
ต้น,,,,,,,●,เถาวัลย์เปรียง,,,,เถา,,,,,,,,,,,,,●,,เอียน,แก้ปวดเมื่อยตามร่างกาย,,,,,
ต้น,,,,,,,●,เถาเอ็นอ่อน,,,,เถา,,,,,,●,,,,,,●,,,,แก้ปวดเมื่อย,,,,,
ต้น,,,,,,,,ทรงบาดาล,Senna suratttensis(Burn),"Kalamona, Scrambled Eggs",ไม้พุ่ม,ราก,,,,,,●,,,,,,,●,,,ถอนพิษผิดสำแดง(ไข้ซำ) แก้อึก(เนื่องจากกระเพราอาหารขยายตัว),,,,ใบประกอบแบบขนนก ออกสลับใบย่อย4-10คู่ ใบรูปไข่หรือรูปไข่แกมขอบขนาน ปลายและโดนมน,
